capacity_1e4_m3_d,CH4_1e4_m3_yr,tier
3.0,12.6556815,II
3.0,6.23931,II
15.0,105.815325,I
3.0,5.0589,II
0.8,3.327632,III
1.5,6.1549949999999995,III
0.6,3.0985762500000003,III
0.6,2.0657175,III
0.5,3.2215356249999996,III
0.5,2.11490125,III
0.6,2.936269875,III
0.5,1.4895650000000002,III
0.5,2.5083712499999997,III
1.5,7.746440625,III
2.0,10.00538,II
3.0,17.115945,II
5.0,23.88925,I
1.0,2.3186625000000003,III
0.6,3.2208330000000003,III
0.6,2.343957,III
0.4,1.141063,III
0.4,1.6820842499999995,III
5.0,31.618125,I
0.6,3.692997,III
0.5,2.2343474999999997,III
0.4,1.7706149999999998,III
0.4,2.02356,III
0.8,4.069604,III
0.6,3.743586000000001,III
0.8,1.455839,III
0.2,0.455301,III
0.7,4.0797920625,III
0.7,3.64943425,III
0.5,3.2440196249999995,III
3.0,12.900195,II
2.0,10.17401,II
1.0,5.877458125,III
0.35,1.455839,III
0.4,1.6820842499999995,III
0.4,1.731268,III
0.7,2.27228925,III
0.4,1.551396,III
0.5,0.8238278124999999,III
0.3,0.45003131249999995,III
8.0,34.147575,I
0.7,4.372435374999999,III
0.7,4.372435374999999,III
1.0,5.041334375,III
1.0,5.090518125,III
1.7,9.890149500000001,III
1.2,8.6760135,III
0.4,4.072414499999999,III
0.3,3.4748319375,III
1.0,5.238069375,III
0.5,3.1899175,III
5.0,22.961785,I
3.0,15.345330000000002,II
0.5,2.7419940625,III
0.5,2.0657175,III
0.5,2.2993403124999996,III
1.0,2.0825805,III
0.3,0.8800378124999999,III
0.6,2.3755751249999997,III
0.3,1.028643,III
0.4,2.3313097499999995,III
0.3,0.9369504374999998,III
0.8,4.182024,III
0.6,3.7604490000000013,III
0.4,1.7509414999999997,III
0.3,1.1213895,III
0.4,1.34904,III
0.3,1.224675375,III
6.0,31.19655,I
0.9,6.222447,III
0.6,1.062369,III
0.5,2.1219275,III
1.0,4.637325000000001,III
0.6,2.5378814999999997,III
0.6,2.6706776249999997,III
0.5,2.3116362500000003,III
0.6,2.984751,III
0.5,1.844390625,III
0.7,3.201862125,III
0.7,2.4616466875,III
0.6,2.80347375,III
12.0,154.63371,I
10.0,46.6543,I
21.0,137.37021375,I
6.0,29.847509999999996,I
18.5,165.8616575,I
13.0,108.87876999999999,I
30.0,177.0615,I
5.0,11.747890000000002,I
1.0,3.3641685000000003,III
2.0,7.636128500000001,II
1.2,4.485558,III
1.0,5.2134775,III
1.0,2.75007425,III
1.0,3.310769,III
0.5,1.5752852499999999,III
1.5,5.828274375,III
4.0,16.91921,II
4.0,16.722475,II
1.5,6.808436250000001,III
1.5,4.40545875,III
1.0,4.187645,III
2.5,10.697465625,II
0.75,1.3616872500000003,III
1.0,3.9782627500000003,III
0.5,2.443027125,III
0.4,1.0252704000000001,III
1.0,5.660347,III
1.5,6.848485875,III
0.75,0.4185185812500001,III
1.0,2.69808,III
4.0,9.21844,II
2.0,0.0,II
2.0,10.092505500000001,II
2.5,5.65613125,II
1.0,4.3253595,III
8.0,58.683240000000005,I
3.0,22.93368,II
2.0,6.1409425,II
1.5,6.40794,III
3.0,24.029775,II
8.0,58.683240000000005,I
3.0,22.93368,II
1.5,10.693249875,III
1.0,2.8526575000000003,III
1.0,4.057659374999999,III
1.0,5.767146,III
1.0,0.0,III
1.0,12.68238125,III
0.5,2.9510250000000005,III
0.5,2.8168236249999996,III
1.0,3.5243670000000007,III
1.0,5.927344500000001,III
10.0,69.41935,I
0.8,4.1010816000000005,III
1.5,8.09002425,III
1.0,5.126352000000001,III
1.0,5.126352000000001,III
0.8,4.1010816000000005,III
0.5,0.8810917500000002,III
2.5,15.598275,II
5.0,35.5106675,I
1.0,1.500104375,III
1.0,5.126352000000001,III
0.5,2.5631760000000003,III
0.5,0.7254603125,III
1.3,7.015008000000002,III
2.0,3.8447640000000005,II
1.5,4.40545875,III
2.0,10.252704000000001,II
2.5,5.65613125,II
0.5,0.8810917500000002,III
1.0,2.5097765,III
1.0,4.72164,III
2.5,12.81588,II
1.0,5.126352000000001,III
1.2,4.485558,III
1.5,7.689528000000001,III
1.0,5.126352000000001,III
1.0,3.2306697499999997,III
2.5,12.81588,II
2.5,11.804100000000002,II
1.5,7.082459999999999,III
0.6,3.0758112,III
0.5,2.5631760000000003,III
1.0,5.660347,III
0.75,3.3040940625000004,III
2.5,10.697465625,II
5.0,25.63176,I
0.9,4.856544,III
15.0,196.98091875,I
37.5,345.6915,I
20.0,232.7094,I
10.0,42.71960000000001,I
4.0,18.09962,II
8.5,36.311659999999996,I
4.25,15.88635125,II
10.0,53.9616,I
3.0,29.51025,II
3.0,16.18848,II
2.25,30.9857625,II
1.5,7.082459999999999,III
0.5,2.36082,III
0.5,2.36082,III
0.5,2.36082,III
8.5,30.160178125,I
1.8,28.3551345,III
1.5,8.5579725,III
1.0,13.546610000000001,III
1.5,9.7721085,III
3.0,15.935535,II
1.5,20.319915,III
6.0,36.8878125,I
2.0,17.4251,II
2.0,35.974399999999996,II
1.0,5.39616,III
1.0,5.146728125000001,III
1.5,22.0483725,III
1.5,10.18103625,III
4.0,4.8200075,II
10.0,139.92776875,I
40.0,601.447,I
8.0,59.5826,I
4.0,21.58464,II
0.75,9.190335000000001,III
2.3,12.863658500000001,II
3.0,37.098600000000005,II
1.5,18.9234478125,III
10.0,86.28235,I
10.0,97.52435,I
0.3,0.0,III
2.3,12.411168,II
10.0,74.02154375,I
1.2,18.212040000000002,III
2.8,40.370022000000006,II
5.5,37.8714875,I
0.37,1.7678045000000002,III
0.5,3.3726,III
1.6,6.835136,III
1.2,5.126352000000001,III
1.0,10.978515625,III
10.0,179.5206875,I
